Opportunity No.,Reporting Status,Product,Industry,Region,Segment,Relative Strength in the segment,Sales Value - $Mn,Profit %,Joint Bid - WSES Portion
Training2548,Lost,Procsys,Clinical research,UK,"Procsys,Clinical research,UK",70,5.8,44,53
Training2549,Lost,GTMSys,Health,UK,"GTMSys,Health,UK",67,8.4,50,43
Training2550,Won,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,8.1,39,71
Training2551,Lost,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65,8.4,51,62
Training2552,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,9.3,45,55
Training2553,Won,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63,7.5,62,45
Training2554,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63,7.7,45,58
Training2555,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,8.5,73,64
Training2556,Won,Procsys,Other Govt.,Japan,"Procsys,Other Govt.,Japan",33,3.7,28,59
Training2557,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,7.7,49,56
Training2558,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64,7.2,66,77
Training2559,Lost,GTMSys,Others,Americas,"GTMSys,Others,Americas",38,5.5,54,40
Training2560,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,7.2,32,35
Training2561,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37,11.1,44,44
Training2562,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,9.5,41,76
Training2563,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,7,52,59
Training2564,Lost,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65,10.3,52,71
Training2565,Lost,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,7.9,41,47
Training2566,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,11,31,60
Training2567,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,7.9,65,62
Training2568,Won,Procsys,Security,India,"Procsys,Security,India",44,7.7,52,55
Training2569,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,8.5,51,72
Training2570,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,10.1,61,54
Training2571,Won,Procsys,Energy,UK,"Procsys,Energy,UK",34,9.2,65,59
Training2572,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,7.3,29,57
Training2573,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,6.8,39,72
Training2574,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59,8.1,55,75
Training2575,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,10,44,62
Training2576,Won,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62,5.9,37,57
Training2577,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,8.6,50,54
Training2578,Lost,Logissys,Mobility,UK,"Logissys,Mobility,UK",35,7.6,49,43
Training2579,Lost,Procsys,Capital Markets,UK,"Procsys,Capital Markets,UK",71,9,47,59
Training2580,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,7.5,48,71
Training2581,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,7.6,54,64
Training2582,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,9.8,59,68
Training2583,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,11.2,39,66
Training2584,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,7.1,46,63
Training2585,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,7.5,53,62
Training2586,Won,Logissys,Mobility,UK,"Logissys,Mobility,UK",35,6.8,38,100
Training2587,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,5.3,62,50
Training2588,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,12,44,63
Training2589,Won,Procsys,Other Govt.,Japan,"Procsys,Other Govt.,Japan",33,8.7,37,54
Training2590,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,9.1,60,65
Training2591,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,9.6,46,60
Training2592,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,6.5,53,56
Training2593,Won,GTMSys,Defense,Africa,"GTMSys,Defense,Africa",25,7.3,58,66
Training2594,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,5.8,49,69
Training2595,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,11.5,51,65
Training2596,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,6.7,43,57
Training2597,Won,GTMSys,Banks,UK,"GTMSys,Banks,UK",61,11.3,55,49
Training2598,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,11,42,56
Training2599,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,2.9,35,30
Training2600,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,7.6,38,75
Training2601,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59,8.7,46,57
Training2602,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,5.7,54,54
Training2603,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,6.1,50,64
Training2604,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,7.1,31,50
Training2605,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37,10.3,52,53
Training2606,Lost,Procsys,Insurance,UK,"Procsys,Insurance,UK",75,9,46,50
Training2607,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,8,61,29
Training2608,Lost,GTMSys,Others,Americas,"GTMSys,Others,Americas",38,8.1,66,73
Training2609,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,7.4,50,68
Training2610,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,7.3,68,70
Training2611,Won,Logissys,Govt.,UK,"Logissys,Govt.,UK",36,11.3,50,59
Training2612,Won,Procsys,Energy,UK,"Procsys,Energy,UK",34,11,40,65
Training2613,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,9.4,61,55
Training2614,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,8.1,45,71
Training2615,Lost,Procsys,Mobility,Canada,"Procsys,Mobility,Canada",29,5.5,46,50
Training2616,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,6.4,61,43
Training2617,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,7.3,44,66
Training2618,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,8.6,57,61
Training2619,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,9.2,48,66
Training2620,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,6.2,46,49
Training2621,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,7.6,43,60
Training2622,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,8.3,49,53
Training2623,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,7.8,38,45
Training2624,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,6.5,43,51
Training2625,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,10.4,56,70
Training2626,Lost,Procsys,Security,India,"Procsys,Security,India",44,7.7,54,60
Training2627,Lost,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,6.5,56,61
Training2628,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,8.6,41,79
Training2629,Lost,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,9.5,47,51
Training2630,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,7.6,58,50
Training2631,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,11.4,46,72
Training2632,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,8.8,59,47
Training2633,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,5,49,58
Training2634,Lost,Procsys,Other Govt.,Japan,"Procsys,Other Govt.,Japan",33,8.1,66,55
Training2635,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,12.6,50,48
Training2636,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,7.4,59,70
Training2637,Won,Finsys,Insurance,UK,"Finsys,Insurance,UK",31,6.7,46,100
Training2638,Won,GTMSys,Agriculture,Other Europe,"GTMSys,Agriculture,Other Europe",26,7.8,63,68
Training2639,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,7.6,68,68
Training2640,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,9.6,57,72
Training2641,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,6,50,75
Training2642,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,6.2,64,54
Training2643,Lost,Procsys,Security,India,"Procsys,Security,India",44,4.8,63,58
Training2644,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,9.9,63,49
Training2645,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,6.4,55,66
Training2646,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,8.1,70,100
Training2647,Won,Procsys,White goods,Japan,"Procsys,White goods,Japan",21,10.4,45,63
Training2648,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,8.3,51,58
Training2649,Won,GTMSys,Others,Americas,"GTMSys,Others,Americas",38,8.9,37,56
Training2650,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,7.1,50,68
Training2651,Lost,GTMSys,Others,Americas,"GTMSys,Others,Americas",38,9.4,56,44
Training2652,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,8.6,39,59
Training2653,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61,7.7,47,65
Training2654,Won,Procsys,Security,India,"Procsys,Security,India",44,6.3,38,53
Training2655,Won,Procsys,Energy,UK,"Procsys,Energy,UK",34,11.8,42,68
Training2656,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,8.3,56,58
Training2657,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,10.3,46,78
Training2658,Lost,GTMSys,Telecom equipments,Spain,"GTMSys,Telecom equipments,Spain",66,5.8,63,50
Training2659,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,6.2,59,77
Training2660,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,8.1,49,78
Training2661,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,8.6,53,50
Training2662,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64,9.5,55,59
Training2663,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,7,58,52
Training2664,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,8.9,56,59
Training2665,Lost,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,9.8,42,58
Training2666,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59,8.1,46,62
Training2667,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60,7,63,71
Training2668,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59,9.8,55,42
Training2669,Lost,GTMSys,Others,Africa,"GTMSys,Others,Africa",39,8.5,61,61
Training2670,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,5.7,37,66
Training2671,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,7.5,45,68
Training2672,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,2.6,56,59
Training2673,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,8.3,61,48
Training2674,Won,GTMSys,Others,Americas,"GTMSys,Others,Americas",38,7.5,51,68
Training2675,Lost,GTMSys,Others,Africa,"GTMSys,Others,Africa",39,6.7,62,74
Training2676,Lost,Procsys,Security,India,"Procsys,Security,India",44,6.4,49,58
Training2677,Lost,Procsys,Security,Americas,"Procsys,Security,Americas",68,9.2,49,54
Training2678,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64,8.5,52,58
Training2679,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,8.4,64,59
Training2680,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,9.8,52,72
Training2681,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,8.7,58,44
Training2682,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37,7.8,49,72
Training2683,Won,Procsys,Security,India,"Procsys,Security,India",44,7.1,44,73
Training2684,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,10.9,52,73
Training2685,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,5.3,67,76
Training2686,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,5.8,43,50
Training2687,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63,6.2,47,66
Training2688,Won,Logissys,Mobility,UK,"Logissys,Mobility,UK",35,7.3,37,58
Training2689,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,6.5,48,63
Training2690,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59,4.8,53,54
Training2691,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37,6.7,61,56
Training2692,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,9,61,46
Training2693,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,9.1,46,54
Training2694,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,5.7,51,70
Training2695,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,8.6,53,58
Training2696,Lost,Procsys,Security,Americas,"Procsys,Security,Americas",68,10.1,68,72
Training2697,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,8.9,43,72
Training2698,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,5.5,65,57
Training2699,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,7.3,50,70
Training2700,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,9,45,53
Training2701,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,6.2,50,72
Training2702,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49,10,43,50
Training2703,Won,ContactSys,Banks,UK,"ContactSys,Banks,UK",59,8.6,43,74
Training2704,Lost,Procsys,Capital Markets,UK,"Procsys,Capital Markets,UK",71,11.2,26,42
Training2705,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,9.8,46,65
Training2706,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,10.9,51,66
Training2707,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,5.4,43,63
Training2708,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,10.8,49,61
Training2709,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,6.2,40,68
Training2710,Lost,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,4.8,55,61
Training2711,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,8.6,73,73
Training2712,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,6.8,65,62
Training2713,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,8.6,45,70
Training2714,Lost,Procsys,Energy,UK,"Procsys,Energy,UK",34,5.4,59,60
Training2715,Won,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,8.9,38,100
Training2716,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,12.5,50,63
Training2717,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64,9.7,48,53
Training2718,Lost,Procsys,Capital Markets,UK,"Procsys,Capital Markets,UK",71,5.8,63,44
Training2719,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,6.9,52,64
Training2720,Lost,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65,6.2,56,66
Training2721,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,5.6,44,64
Training2722,Won,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63,7,22,62
Training2723,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,7.6,45,74
Training2724,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60,8,55,79
Training2725,Won,ContactSys,Banks,UK,"ContactSys,Banks,UK",59,9.2,35,73
Training2726,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,10.3,67,76
Training2727,Lost,GTMSys,Others,Africa,"GTMSys,Others,Africa",39,7.4,60,46
Training2728,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,7.4,39,62
Training2729,Lost,GTMSys,Telecom equipments,Spain,"GTMSys,Telecom equipments,Spain",66,9.8,53,53
Training2730,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,12.2,44,79
Training2731,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,6,42,55
Training2732,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,5.9,43,56
Training2733,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,8.5,67,57
Training2734,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,6.4,52,100
Training2735,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,9.8,42,65
Training2736,Lost,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65,4.8,71,64
Training2737,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63,7.8,53,56
Training2738,Won,GTMSys,Others,Africa,"GTMSys,Others,Africa",39,10.5,44,69
Training2739,Won,Procsys,Energy,UK,"Procsys,Energy,UK",34,10.1,32,57
Training2740,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61,7.8,52,61
Training2741,Lost,GTMSys,Security,Singapore,"GTMSys,Security,Singapore",73,7,45,67
Training2742,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,7.3,30,59
Training2743,Won,Procsys,Defense,Americas,"Procsys,Defense,Americas",22,3.9,26,67
Training2744,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64,4.7,42,48
Training2745,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,11.8,70,53
Training2746,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49,8.9,40,73
Training2747,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,8.7,36,45
Training2748,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,10,43,56
Training2749,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59,8.2,36,61
Training2750,Lost,Procsys,Energy,UK,"Procsys,Energy,UK",34,10.5,51,56
Training2751,Won,Logissys,Govt.,UK,"Logissys,Govt.,UK",36,8.9,29,50
Training2752,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61,10.2,35,68
Training2753,Lost,Logissys,Govt.,UK,"Logissys,Govt.,UK",36,7.2,60,71
Training2754,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60,7.7,49,62
Training2755,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,8,53,58
Training2756,Won,GTMSys,Other Govt.,UK,"GTMSys,Other Govt.,UK",19,10.4,43,63
Training2757,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,6.6,59,53
Training2758,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,5.9,60,77
Training2759,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,5.3,44,40
Training2760,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,6.3,49,54
Training2761,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,8.4,63,35
Training2762,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,8.2,56,51
Training2763,Won,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,6,39,69
Training2764,Won,GTMSys,Banks,UK,"GTMSys,Banks,UK",61,10.3,41,66
Training2765,Won,Procsys,Security,India,"Procsys,Security,India",44,9.2,57,71
Training2766,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,9.1,57,100
Training2767,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,5.9,52,54
Training2768,Won,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,11.1,57,57
Training2769,Won,Procsys,White goods,UK,"Procsys,White goods,UK",15,6.9,55,79
Training2770,Lost,GTMSys,Health,UK,"GTMSys,Health,UK",67,7.4,66,62
Training2771,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49,5.6,61,73
Training2772,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,8.5,72,60
Training2773,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,5.3,31,59
Training2774,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64,7.1,61,72
Training2775,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,10.2,47,65
Training2776,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,8.3,40,48
Training2777,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,4.9,54,43
Training2778,Lost,Procsys,Security,India,"Procsys,Security,India",44,6.2,46,44
Training2779,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,4,59,50
Training2780,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,11.6,61,60
Training2781,Lost,GTMSys,Others,Other Europe,"GTMSys,Others,Other Europe",69,8.4,51,56
Training2782,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,7,51,100
Training2783,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,7.9,57,66
Training2784,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,11.5,37,59
Training2785,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,7.1,52,52
Training2786,Won,GTMSys,Defense,Other Europe,"GTMSys,Defense,Other Europe",30,3.4,58,58
Training2787,Lost,GTMSys,Telecom equipments,Spain,"GTMSys,Telecom equipments,Spain",66,8,54,60
Training2788,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37,10.7,42,43
Training2789,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,12.1,46,54
Training2790,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,6.4,41,49
Training2791,Won,Procsys,Energy,UK,"Procsys,Energy,UK",34,10.6,37,60
Training2792,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,7.5,49,64
Training2793,Won,Procsys,Security,India,"Procsys,Security,India",44,8.8,50,72
Training2794,Lost,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,9.5,58,53
Training2795,Lost,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62,8.3,66,70
Training2796,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,5.1,65,60
Training2797,Lost,Procsys,Security,Americas,"Procsys,Security,Americas",68,8.5,60,68
Training2798,Won,GTMSys,Banks,UK,"GTMSys,Banks,UK",61,5.4,45,74
Training2799,Lost,Procsys,Security,Americas,"Procsys,Security,Americas",68,8.3,43,63
Training2800,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37,7.6,47,61
Training2801,Won,Logissys,Govt.,UK,"Logissys,Govt.,UK",36,8.8,49,69
Training2802,Won,Logissys,Mobility,UK,"Logissys,Mobility,UK",35,5.8,46,67
Training2803,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,9.3,47,64
Training2804,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,9.5,58,60
Training2805,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,7.1,43,65
Training2806,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,9.4,42,49
Training2807,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,7.4,28,55
Training2808,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,7,46,62
Training2809,Won,GTMSys,Others,Africa,"GTMSys,Others,Africa",39,6.2,46,35
Training2810,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,7.3,46,65
Training2811,Won,Procsys,Security,India,"Procsys,Security,India",44,6.4,53,61
Training2812,Won,Finsys,Insurance,UK,"Finsys,Insurance,UK",31,7.5,38,52
Training2813,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,5.8,45,100
Training2814,Lost,GTMSys,Others,Africa,"GTMSys,Others,Africa",39,9.5,49,50
Training2815,Won,GTMSys,Others,Americas,"GTMSys,Others,Americas",38,9.8,51,59
Training2816,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,7.5,58,38
Training2817,Won,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,5.1,33,75
Training2818,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,10.1,43,68
Training2819,Won,Finsys,Insurance,UK,"Finsys,Insurance,UK",31,6.4,51,73
